"STATION","NAME","DATE","TAVG"
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-04-01","5.7"
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-04-02","10.3"
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-04-03","13.6"
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-04-04","10.1"
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-04-05","10.9"
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-04-06","7.8"
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-04-07","10.1"
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-04-08","8.6"
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-04-09","12.4"
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-04-10","16.3"
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-04-11","19.7"
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-04-12","17.7"
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-04-13","14.7"
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-04-14","14.0"
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-04-15","14.0"
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-04-16","21.6"
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-04-17","21.6"
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-04-18","15.1"
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-04-19","10.0"
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-04-20","12.4"
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-04-21","11.3"
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-04-22","11.0"
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-04-23","12.6"
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-04-24","11.9"
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-04-25","11.6"
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-04-26","12.9"
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-04-27","16.7"
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-04-28","19.2"
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-04-29","24.9"
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-04-30","18.2"
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-05-01","13.3"
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-05-02","21.4"
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-05-03","17.9"
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-05-04","14.3"
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-05-05","13.3"
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-05-06","16.9"
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-05-07","13.4"
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-05-08","11.9"
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-05-09","13.1"
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-05-10","13.8"
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-05-11","13.9"
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-05-12","13.6"
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-05-13","11.8"
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-05-14","13.0"
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-05-15","16.5"
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-05-16","20.4"
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-05-17","26.2"
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-05-18","31.2"
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-05-19","31.1"
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-05-20","19.6"
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-05-21","16.9"
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-05-22","15.4"
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-05-23","17.4"
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-05-24","17.1"
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-05-25","14.7"
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-05-26","17.5"
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-05-27","19.7"
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-05-28","18.1"
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-05-29","15.1"
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-05-30","14.6"
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-05-31","17.3"
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-06-01","20.8"
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-06-02","21.4"
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-06-03","18.9"
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-06-04","18.9"
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-06-05","16.6"
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-06-06","14.4"
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-06-07","14.8"
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-06-08","17.7"
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-06-09","19.3"
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-06-10","25.6"
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-06-11","28.7"
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-06-12","30.4"
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-06-13","32.1"
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-06-14","26.0"
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-06-15","21.5"
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-06-16","18.7"
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-06-17","19.4"
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-06-18","24.1"
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-06-19","25.8"
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-06-20","24.9"
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-06-21","26.8"
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-06-22","25.1"
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-06-23","27.3"
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-06-24","26.4"
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-06-25","25.7"
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-06-26","23.3"
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-06-27","21.8"
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-06-28","21.9"
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-06-29","24.6"
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-06-30","26.8"
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-07-01","26.1"
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-07-02","26.6"
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-07-03","28.5"
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-07-04","25.4"
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-07-05","24.8"
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-07-06","23.6"
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-07-07","22.4"
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-07-08","25.8"
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-07-09","24.6"
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-07-10","25.9"
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-07-11","26.9"
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-07-12","29.0"
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-07-13","30.0"
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-07-14","21.0"
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-07-15","23.2"
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-07-16","25.6"
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-07-17","26.7"
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-07-18","26.9"
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-07-19","29.3"
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-07-20","30.7"
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-07-21","29.1"
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-07-22","29.6"
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-07-23","24.7"
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-07-24","21.2"
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-07-25","18.8"
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-07-26","21.4"
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-07-27","22.3"
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-07-28","24.9"
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-07-29","22.9"
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-07-30","22.7"
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-07-31","25.4"
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-08-01","27.4"
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-08-02","26.4"
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-08-03","24.6"
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-08-04","25.6"
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-08-05","24.6"
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-08-06","22.2"
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-08-07","21.2"
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-08-08","21.3"
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-08-09","24.7"
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-08-10","25.3"
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-08-11","24.4"
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-08-12","22.1"
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-08-13","24.9"
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-08-14","24.8"
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-08-15","22.9"
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-08-16","24.9"
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-08-17","24.7"
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-08-18","25.2"
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-08-19","26.7"
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-08-20","25.9"
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-08-21","27.1"
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-08-22","27.5"
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-08-23","25.7"
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-08-24","24.0"
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-08-25","22.4"
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-08-26","21.7"
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-08-27","21.2"
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-08-28","21.0"
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-08-29","19.2"
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-08-30","19.7"
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-08-31","23.3"
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-09-01","18.6"
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-09-02","17.3"
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-09-03","17.0"
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-09-04","21.8"
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-09-05","24.7"
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-09-06","21.1"
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-09-07","18.6"
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-09-08","19.7"
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-09-09","17.6"
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-09-10","18.3"
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-09-11","19.8"
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-09-12","22.2"
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-09-13","23.3"
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-09-14","23.9"
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-09-15","24.8"
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-09-16","23.4"
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-09-17","22.7"
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-09-18","21.4"
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-09-19","22.4"
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-09-20","23.3"
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-09-21","24.3"
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-09-22","23.2"
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-09-23","24.7"
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-09-24","26.4"
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-09-25","25.3"
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-09-26","23.2"
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-09-27","23.9"
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-09-28","23.4"
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-09-29","17.4"
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-09-30","16.7"
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-10-01","14.9"
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-10-02","18.1"
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-10-03","17.8"
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-10-04","18.2"
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-10-05","22.8"
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-10-06","23.7"
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-10-07","22.4"
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-10-08","23.3"
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-10-09","23.3"
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-10-10","23.9"
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-10-11","21.6"
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-10-12","17.1"
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-10-13","15.1"
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-10-14","18.7"
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-10-15","21.0"
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-10-16","17.0"
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-10-17","11.0"
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-10-18","15.6"
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-10-19","18.2"
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-10-20","19.4"
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-10-21","19.8"
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-10-22","19.3"
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-10-23","19.4"
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-10-24","21.6"
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-10-25","18.2"
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-10-26","14.4"
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-10-27","13.2"
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-10-28","16.1"
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-10-29","17.8"
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-10-30","13.9"
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-10-31","12.1"
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-11-01","10.8"
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-11-02","17.2"
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-11-03","18.9"
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-11-04","11.7"
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-11-05","12.7"
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-11-06","17.0"
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-11-07","8.9"
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-11-08","6.3"
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-11-09","8.7"
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-11-10","6.9"
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-11-11","-0.6"
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-11-12","4.2"
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-11-13","7.4"
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-11-14","6.1"
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-11-15","6.4"
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-11-16","11.2"
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-11-17","7.5"
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-11-18","6.7"
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-11-19","11.9"
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-11-20","6.2"
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-11-21","9.5"
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-11-22","10.9"
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-11-23","3.7"
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-11-24","6.1"
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-11-25","9.2"
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-11-26","9.6"
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-11-27","7.4"
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-11-28","6.7"
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-11-29","12.4"
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-11-30","6.8"
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-12-01","10.2"
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-12-02","6.8"
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-12-03","7.4"
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-12-04","7.5"
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-12-05","12.1"
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-12-06","10.1"
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-12-07","5.9"
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-12-08","3.9"
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-12-09","1.8"
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-12-10","1.7"
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-12-11","3.3"
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-12-12","6.9"
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-12-13","-1.6"
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-12-14","-2.1"
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-12-15","-3.6"
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-12-16","-0.6"
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-12-17","2.1"
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-12-18","3.6"
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-12-19","10.1"
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-12-20","8.7"
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-12-21","2.9"
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-12-22","4.5"
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-12-23","5.1"
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-12-24","4.6"
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-12-25","2.4"
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-12-26","-2.8"
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-12-27","-5.1"
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-12-28","-8.2"
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-12-29","-9.2"
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-12-30","-6.6"
"USW00014732","LAGUARDIA AIRPORT, NY US","2017-12-31","-7.7"
"USW00014732","LAGUARDIA AIRPORT, NY US","2018-01-01","-10.8"
